cutoff	recall_rate	false_positive
0.0001	0.9712325909816755	6.864853218876868e-05
0.00025	0.9712322490417132	6.864855635606422e-05
0.0005	0.9712329329216376	6.864850802149015e-05
0.001	0.9714688714955428	6.124116842517983e-05
0.005	0.972765849772097	4.815496196460997e-05
0.01	0.9732688434564659	4.6373585605639025e-05
0.025	0.9738453542327038	4.9857029700745465e-05
0.05	0.9742488433880779	5.229297684263429e-05
0.1	0.9746639585021661	5.753255500673552e-05
0.2	0.9750031629446502	6.978570178640877e-05
0.5	0.9751700296461947	7.503269532167638e-05
